epoch,acc,loss,val_acc,val_loss
0,0.14000000189989806,2.4750951528549194,0.13000000324100255,2.5333776116371154
1,0.18250000160187482,2.4096471786499025,0.2100000035017729,2.4399264454841614
2,0.22500000353902577,2.317409706115723,0.2025000026449561,2.3964524388313295
3,0.2375000048428774,2.2707598328590395,0.23250000476837157,2.38309041261673
4,0.23250000439584256,2.2204948365688324,0.2425000037997961,2.2865559220314027
5,0.2550000034272671,2.2587934851646425,0.24750000350177287,2.2579800486564636
6,0.2675000006332994,2.157257300615311,0.27250000312924383,2.186681854724884
7,0.2750000016763806,2.1279173254966737,0.2525000018998981,2.149768328666687
8,0.2750000022351742,2.1535470724105834,0.26250000186264516,2.0919754803180695
9,0.35750000476837157,1.98459392786026,0.28000000268220904,2.0957251250743867
10,0.35000000074505805,1.9828133702278137,0.28500000238418577,2.035662364959717
11,0.3575000025331974,1.9952324509620667,0.3875000014901161,1.9423464775085448
12,0.305000002682209,2.0373005092144014,0.3925000049173832,1.9557707011699677
13,0.36999999955296514,1.9114177763462066,0.33500000461935997,1.9422692358493805
14,0.4150000013411045,1.8219713389873504,0.4475000023841858,1.7438256442546844
15,0.3875000007450581,1.8134236276149749,0.4000000037252903,1.8650128483772277
16,0.39750000312924383,1.8014721274375916,0.40749999731779096,1.7842257976531983
17,0.4449999988079071,1.6564482986927032,0.4550000034272671,1.6587049603462218
18,0.43500000089406965,1.6937829077243804,0.44250000044703486,1.7213559746742249
19,0.4600000038743019,1.6118734061717988,0.4225000001490116,1.6631320416927338
20,0.3875000044703484,1.7705884277820587,0.4725000008940697,1.6449962437152863
21,0.4249999992549419,1.7306865215301515,0.43499999940395356,1.6772086322307587
22,0.444999997317791,1.7111535310745238,0.5075000032782555,1.5810601830482482
23,0.42999999448657034,1.7156107604503632,0.4975000023841858,1.53837531208992
24,0.45384615583297533,1.721198436541435,0.4275000005960464,1.7446920812129973
25,0.5,1.5507284343242644,0.5350000023841858,1.4512095868587493
26,0.5200000062584877,1.470812949538231,0.47750000059604647,1.5346459209918977
27,0.5074999988079071,1.518831694126129,0.5149999991059303,1.4948529064655305
28,0.49999999478459356,1.5073041141033172,0.4699999988079071,1.5832208335399627
29,0.5000000014901161,1.568157970905304,0.4725000008940697,1.686447525024414
30,0.4825000062584877,1.5795933604240417,0.5475000008940697,1.4232594668865204
