epoch,acc,loss,val_acc,val_loss
0,0.06250000130385161,2.5568689942359923,0.06250000149011611,2.5799934029579163
1,0.09000000171363354,2.5244397044181826,0.13000000230967998,2.5525248765945436
2,0.18000000435858965,2.4467512488365175,0.11750000212341546,2.560633635520935
3,0.21500000320374965,2.373371946811676,0.27500000037252903,2.44314101934433
4,0.19750000331550838,2.398978757858276,0.22000000216066837,2.3634525775909423
5,0.20000000428408385,2.3017510175704956,0.30500000230968,2.27770556807518
6,0.31500000357627866,2.081351673603058,0.21500000301748515,2.6776910424232483
7,0.29250000342726706,2.0329046487808227,0.31250000149011614,2.038003498315811
8,0.3000000022351742,2.0728729546070097,0.32250000052154065,1.989489233493805
9,0.38000000491738317,1.8850069880485534,0.35500000342726706,1.9310255706310273
10,0.3250000040978193,1.9469620406627655,0.37500000223517416,1.8710067570209503
11,0.36499999836087227,1.8958965599536897,0.3799999989569187,1.8701588690280915
12,0.39749999940395353,1.8329678237438203,0.43000000044703485,1.744514662027359
13,0.4149999998509884,1.7930220723152162,0.4375000029802322,1.7602332770824431
14,0.4375,1.7396273851394652,0.3650000013411045,2.0211551010608675
15,0.4024999964982271,1.8832470655441285,0.44500000178813937,1.7882197856903077
16,0.41749999970197677,1.7362458050251006,0.42750000208616257,1.7352010488510132
17,0.43250000327825544,1.7095584332942964,0.48000000715255736,1.6090839505195618
18,0.4450000010430813,1.7066157102584838,0.4524999991059303,1.6434894979000092
19,0.4525000020861626,1.6378462314605713,0.5125000014901161,1.4986313819885253
20,0.45749999955296516,1.623115736246109,0.4825000062584877,1.534594291448593
21,0.5449999988079071,1.5492972671985625,0.4925000071525574,1.5587898075580597
22,0.4825000040233135,1.6952277541160583,0.49000000208616257,1.5930136680603026
23,0.5000000049670538,1.5599711277546027,0.5400000035762786,1.4393179535865783
24,0.4649999991059303,1.5913717985153197,0.5150000020861626,1.5162992417812347
25,0.5000000044703483,1.607559710741043,0.5550000041723251,1.4263274103403092
26,0.5274999991059304,1.5334023892879487,0.542500002682209,1.3870145857334137
27,0.5750000014901161,1.3473800748586655,0.5824999958276749,1.391964825987816
28,0.5475000023841858,1.4353441834449767,0.5200000002980232,1.4764194726943969
29,0.5275000013411045,1.424641191959381,0.5924999997019768,1.3038632839918136
30,0.5000000014901161,1.5165842771530151,0.5649999991059304,1.34182166159153
31,0.5775000005960464,1.3264456987380981,0.622499993443489,1.275419208407402
32,0.5675000011920929,1.3104405879974366,0.5700000002980232,1.3937074482440948
33,0.5250000014901162,1.4785937547683716,0.49000000655651094,1.5859261929988862
34,0.592500002682209,1.2665064126253127,0.5824999943375587,1.2683390498161315
35,0.582499997317791,1.324602761864662,0.6374999955296516,1.2109373360872269
36,0.5125000014901161,1.4487211048603057,0.5874999955296516,1.3722979068756103
37,0.5324999958276748,1.4822873264551162,0.5774999961256981,1.3325151652097702
